,exp_code_str3,exp_name,imp_code_str3,imp_name,USD,tonne
51,008,Albania,384,C̫te d'Ivoire,731548.0,352.13800000000003
52,008,Albania,214,Dominican Rep.,729895.0,35.646
53,008,Albania,398,Kazakhstan,711238.0,133.032
54,008,Albania,112,Belarus,660000.0,125.634
55,008,Albania,764,Thailand,655053.0,161.687
56,008,Albania,344,"China, Hong Kong SAR",642919.0,1132.812
57,008,Albania,048,Bahrain,637583.0,171.09099999999998
58,008,Albania,554,New Zealand,555347.0,85.594
59,008,Albania,031,Azerbaijan,540587.0,27.041
60,008,Albania,442,Luxembourg,503002.0,17.312
61,008,Albania,170,Colombia,477563.0,23.564
62,008,Albania,480,Mauritius,453639.0,233.461
63,008,Albania,620,Portugal,436080.0,163.463
64,008,Albania,446,"China, Macao SAR",410185.0,9.676
65,008,Albania,428,Latvia,382892.0,266.034
66,008,Albania,604,Peru,341358.0,10.494
67,008,Albania,591,Panama,326594.0,561.278
68,008,Albania,360,Indonesia,310857.0,8.902
69,008,Albania,496,Mongolia,309756.0,9.335
70,008,Albania,032,Argentina,306100.0,27.851
71,008,Albania,788,Tunisia,294862.0,85.47
72,008,Albania,458,Malaysia,278720.0,101.963
73,008,Albania,466,Mali,206046.0,358.118
74,008,Albania,417,Kyrgyzstan,184728.0,1.314
75,008,Albania,218,Ecuador,182710.0,28.357000000000003
76,008,Albania,858,Uruguay,180520.0,9.449
77,008,Albania,352,Iceland,178978.0,6.272
78,008,Albania,586,Pakistan,160676.0,436.73
79,008,Albania,196,Cyprus,159845.0,115.235
80,008,Albania,818,Egypt,156615.0,77.995
81,008,Albania,508,Mozambique,142977.0,17.596
82,008,Albania,192,Cuba,142719.0,90.648
83,008,Albania,804,Ukraine,140565.0,320.102
84,008,Albania,268,Georgia,136304.0,63.663000000000004
85,008,Albania,388,Jamaica,133718.0,8.305
86,008,Albania,512,Oman,129356.0,54.867999999999995
87,008,Albania,188,Costa Rica,109103.0,0.875
88,008,Albania,116,Cambodia,77854.0,3.9450000000000003
89,008,Albania,400,Jordan,76561.0,1.431
90,008,Albania,068,Bolivia (Plurinational State of),67132.0,4.108
91,008,Albania,340,Honduras,65720.0,1.7850000000000001
92,008,Albania,024,Angola,55667.0,3.004
93,008,Albania,887,Yemen,53856.0,30.0
94,008,Albania,558,Nicaragua,48147.0,2.8189999999999995
95,008,Albania,020,Andorra,47367.0,0.446
96,008,Albania,854,Burkina Faso,45982.0,6.129
97,008,Albania,600,Paraguay,40121.0,4.146
98,008,Albania,104,Myanmar,34121.0,1.413
99,008,Albania,304,Greenland,21519.0,2.2049999999999996
100,008,Albania,222,El Salvador,18308.0,0.727
101,008,Albania,834,United Rep. of Tanzania,14994.0,5.496
102,008,Albania,450,Madagascar,14281.0,0.145
103,008,Albania,288,Ghana,13767.0,21.289
104,008,Albania,562,Niger,12194.0,1.924
105,008,Albania,860,Uzbekistan,11456.0,0.309
106,008,Albania,768,Togo,10572.0,7.657
107,008,Albania,060,Bermuda,10376.0,0.306
108,008,Albania,498,Rep. of Moldova,3695.0,1.78
109,008,Albania,178,Congo,3197.0,0.065
110,008,Albania,320,Guatemala,1666.0,0.177
111,008,Albania,716,Zimbabwe,1265.0,0.01
112,008,Albania,690,Seychelles,314.0,0.009
113,008,Albania,516,Namibia,117.0,0.003
114,008,Albania,646,Rwanda,51.0,0.013
